번호,제품명,브랜드명,성분구성
75,더 퍼스트 벨벳 틴트,머지,"정제수,다이메티콘,폴리글리세릴-2트라이아이소스테아레이트,마이카,아이소도데케인,글리세린,다이메티콘/비닐다이메티콘크로스폴리머,다이메티콘크로스폴리머,실리카,펜틸렌글라이콜,사이클로펜타실록세인,트라이메틸실록시실리케이트,세틸피이지/피피지-10/1다이메티콘,적색102호,적색218호,12-헥산다이올,부틸렌글라이콜,메티콘,스테비오사이드,아이소세테스-20,팔각회향추출물,황금추출물,쉐어버터,마카다미아씨오일,토코페릴아세테이트,로즈마리잎오일,향료"
76,타투 립 틴트,3CE,"정제수,옥틸도데칸올,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,글리세린,에틸셀룰로오스,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,피이지-60하이드로제네이티드캐스터오일,하이드로제네이티드디데센,다이프로필렌글라이콜,등색205호,펜틸렌글라이콜,세테아릴알코올,하이드록시아세토페논,알코올,페녹시에탄올,적색218호,하이드록시프로필구아,솔비탄스테아레이트,벤조페논-9,라우레스-8,에틸헥실글리세린,다이소듐이디티에이,카프릴릴글라이콜,아르간트리커넬오일,쉐어버터,동백오일,달맞이꽃오일,올리브오일,스위트아몬드오일,살구씨오일,호호바씨오일,망고추출물,로즈힙열매추출물"
77,퍼펙트 립스 쇼킹 립,토니모리,"정제수,옥틸도데칸올,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,글리세린,에틸셀룰로오스,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,펜틸렌글라이콜,피이지-60하이드로제네이티드캐스터오일,적색218호,하이드로제네이티드디데센,페녹시에탄올,알코올,향료,하이드록시프로필구아,세테아릴알코올,솔비탄스테아레이트,벤조페논-9,라우레스-8,다이소듐이디티에이,카프릴릴글라이콜,아르간트리커넬오일,아스코빅애씨드,쉐어버터,호호바씨오일,토코페릴아세테이트,잇꽃씨추출물,로즈힙열매추출물,하이드롤라이즈드콜라겐,소듐하이알루로네이트"
78,라스트 벨벳 립 틴트2,삐아,"다이메티콘,합성플루오르플로고파이트,다이메티콘/비닐다이메티콘크로스폴리머,다이프로필렌글라이콜,프로필렌글라이콜,정제수,아이소도데케인,폴리글리세릴-2아이소스테아레이트,폴리메틸실세스퀴옥세인,세틸피이지/피피지-10/1다이메티콘,폴리메틸메타크릴레이트,사이클로펜타실록세인,트라이메틸실록시실리케이트,브이피/헥사데센코폴리머,솔비탄세스퀴올리에이트,12-헥산다이올,페녹시에탄올,에틸헥실글리세린,피이지-60하이드로제네이티드캐스터오일,다이스테아다이모늄헥토라이트,팔미틱애씨드,스테아릭애씨드,프로필렌카보네이트,실리카다이메틸실릴레이트,적색104호의1,적색산화철,흑색산화철,황색산화철,티타늄디옥사이드,적색202호,향료"
79,썬더볼 틴트 라커,컬러그램,"정제수,부틸렌글라이콜,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,로즈마리잎추출물,캐모마일꽃추출물,히비스커스꽃추출물,린덴꽃추출물,다이프로필렌글라이콜,피이지-60하이드로제네이티드캐스터오일,다이메티콘,에틸헥실글리세린,덱스트린,레시틴,스테비오사이드,페녹시에탄올,향료,황색5호,적색227호,적색104호의1"
80,세럼 인 틴트,네이처리퍼블릭,"정제수,옥틸도데칸올,다이메티콘,변성알코올,솔비탄스테아레이트,아크릴레이트코폴리머,에틸셀룰로오스,베헤닐알코올,펜틸렌글라이콜,폴리솔베이트60,라즈베리씨오일/토코페릴석시네이트아미노프로판디올에스터,빌베리씨오일,해바라기씨오일,로즈마리잎추출물,다이아이소스테아릴말레이트,폴리아크릴레이트-13,폴리아이소부텐,폴리글리세릴-2트라이아이소스테아레이트,폴리글리세릴-2다이아이소스테아레이트,폴리솔베이트20,솔비탄아이소스테아레이트,에틸헥실글리세린,다이소듐이디티에이,페녹시에탄올,향료,티타늄디옥사이드,적색202호,적색102호,황색4호,적색산화철,황색산화철,적색227호,황색5호,청색1호"
81,컬러 립 스테인(젤틴트),어퓨,"정제수,부틸렌글라이콜,글리세린,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,다이프로필렌글라이콜,사과씨오일,수레국화꽃수,해수,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,다이메티콘,폴리아크릴레이트크로스폴리머-6,덱스트린,피이지-60하이드로제네이티드캐스터오일,스테비오사이드,레시틴,에틸헥실글리세린,알루미늄하이드록사이드,암모늄폴리아크릴레이트,페녹시에탄올,향료,황색5호,티타늄디옥사이드,적색102호,적색104호의1,적색227호,황색4호"
82,잉크 더 젤라또,페리페라,"다이메티콘,정제수,다이메티콘/비닐다이메티콘크로스폴리머,사이클로펜타실록세인,글리세린,메틸트라이메티콘,부틸렌글라이콜,세틸피이지/피피지-10/1다이메티콘,펜틸렌글라이콜,폴리글리세릴-2트라이아이소스테아레이트,황색5호,페녹시에탄올,적색227호,다이메티콘크로스폴리머,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,카프릴릴글라이콜,향료,12-헥산다이올,프로판다이올,에틸헥실글리세린,브이피/메타크릴아마이드/비닐이미다졸코폴리머,적색104호의1,실리카다이메틸실릴레이트,팔각회향추출물,세라마이드엔피,망고씨버터,블랙체리나무열매추출물,토코페롤,페닐프로판올"
83,아쿠아 틴티드 루즈,비욘드,"정제수,옥틸도데칸올,글리세린,피토스테릴/아이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,세틸알코올,에틸셀룰로오스,변성알코올,폴리솔베이트20,하이드록시프로필구아,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,스쿠알란,덩굴월귤열매추출물,베르가모트열매추출물,라임추출물,장미추출물,안젤리카추출물,캐러웨이열매오일,레몬밤추출물,흰무늬엉겅퀴추출물,캐모마일꽃추출물,레몬추출물,자몽추출물,엔젤스티어추출물,한련초추출물,인도멀구슬나무잎추출물,드럼스틱씨오일,솔비탄스테아레이트,다이아이소스테아릴말레이트,페녹시에탄올,시메티콘,하이드록시에틸셀룰로오스,폴리솔베이트60,카프릴릴글라이콜,향료,벤질알코올,벤질벤조에이트,티타늄디옥사이드,적색104호의1,적색201호,적색227호,적색40호,황색4호,황색5호,청색1호,황색산화철,적색산화철"
84,틴티드 리퀴드 루즈,아이오페,"정제수,옥틸도데칸올,트라이메틸실록시페닐다이메티콘,부틸렌글라이콜,솔비탄스테아레이트,에틸셀룰로오스,세틸알코올,알코올,폴리솔베이트60,메톡시피이지-114/폴리엡실론카프롤락톤,향료,폴리아크릴레이트-13,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,티타늄디옥사이드,폴리아이소부텐,적색102호,등색205호,에틸헥실글리세린,데하이드로아세틱애씨드,폴리솔베이트20,실리카,적색227호,알루미나"
85,잉크 더 에어리 벨벳,페리페라,"다이메티콘,사이클로펜타실록세인,다이메티콘크로스폴리머,사이클로헥사실록세인,폴리글리세릴-2트라이아이소스테아레이트,황색5호,12-헥산다이올,적색104호의1,사이클로테트라실록세인,페녹시에탄올,향료,토코페릴아세테이트,적색218호,녹차씨오일,목화씨오일,망고씨오일"
86,"프로:뷰티 에나멜 볼립 틴트 (파일명:""프로 뷰티 에나멜 볼립 틴트)",홀리카홀리카,"다이아이소스테아릴말레이트,옥틸도데실네오펜타노에이트,카프릴릭/카프릭트라이글리세라이드,트라이메틸실록시페닐다이메티콘,하이드로제네이티드폴리아이소부텐,다이머디리놀레일다이머디리놀리에이트,비스-다이글리세릴폴리아실아디페이트-2,트라이데실트라이멜리테이트,하이드로제네이티드캐스터오일아이소스테아레이트,하이드로제네이티드캐스터오일다이머디리놀리에이트,실리카,폴리C10-30알킬아크릴레이트,폴리글리세릴-6폴리리시놀리에이트,달맞이꽃오일,망고추출물,복숭아추출물,아르간트리커넬오일,글리세릴카프릴레이트,카프릴릴글라이콜,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,향료,황색5호,적색202호,적색201호,적색104호의1,흑색산화철,적색산화철,적색218호"
87,롱웨어 잉크 틴트,더샘,"정제수,옥틸도데칸올,트라이메틸실록시페닐다이메티콘,변성알코올,다이펜타에리스리틸테트라하이드록시스테아레이트/테트라아이소스테아레이트,솔비탄스테아레이트,에틸셀룰로오스,베헤닐알코올,글리세린,아크릴레이트코폴리머,스위트아몬드오일,펜틸렌글라이콜,폴리솔베이트60,다이아이소스테아릴말레이트,폴리아크릴레이트-13,하이드록시프로필구아,폴리글리세릴-2트라이아이소스테아레이트,폴리아이소부텐,폴리솔베이트20,솔비탄아이소스테아레이트,폴리글리세릴-2다이아이소스테아레이트,카프릴릴글라이콜,에틸헥실글리세린,폴리메틸실세스퀴옥세인,하이드롤라이즈드하이알루로닉애씨드,에틸헥실팔미테이트,실리카,실리카다이메틸실릴레이트,부틸렌글라이콜,소듐하이알루로네이트,헥실렌글라이콜,다이소듐이디티에이,페녹시에탄올,향료,티타늄디옥사이드,황색5호,적색104호의1,적색202호,적색218호,적색227호"
88,물방울 틴트 밤,홀리카홀리카,"정제수,부틸렌글라이콜,마이카,소듐스테아레이트,비스-피이지-18메틸에터다이메틸실레인,펜틸렌글라이콜,글리세린,솔비탄아이소스테아레이트,메톡시피이지-18,적색102호,폴리솔베이트60,소듐클로라이드,다이메티콘,페녹시에탄올,하이드록시에틸셀룰로오스,향료,적색2호,황색5호,소듐아세테이트,황색4호,청색1호,비에이치티,셀룰로오스,쉐어버터,토코페릴아세테이트,녹차추출물,유자추출물,꿀추출물,복숭아추출물,에틸헥실글리세린"
89,비비드 크리미 틴트,이니스프리,"정제수,옥틸도데칸올,부틸렌글라이콜,다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트,올레익/리놀레익/리놀레닉폴리글리세라이드,글리세릴스테아레이트시트레이트,솔비탄스테아레이트,티타늄디옥사이드,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,폴리글리세릴-2트라이아이소스테아레이트,트라이메틸실록시페닐다이메티콘,카프릴릴메티콘,하이드로제네이티드식물성오일,에틸셀룰로오스,페녹시에탄올,피이지-12다이메티콘/피피지-20크로스폴리머,황색5호,적색201호,소듐라우로일글루타메이트,향료,카프릴릴글라이콜,아크릴레이트코폴리머,12-헥산다이올,적색산화철,트로메타민,프로판다이올,적색104호의1,흑색산화철,에틸헥실글리세린,팔각회향추출물,청색1호,라벤더꽃수,동백꽃추출물,올리브잎오일,캐모마일꽃추출물"
90,워터 볼륨 틴트,미샤,"정제수,옥틸도데칸올,글리세린,폴리글리세릴-2다이폴리하이드록시스테아레이트,폴리글리세릴-2트라이아이소스테아레이트,비스-피이지-15다이메티콘/아이피디아이코폴리머,에틸셀룰로오스,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,부틸렌글라이콜,세테아릴알코올,동백오일,마카다미아씨오일,오일팜오일,해바라기씨오일,하이드롤라이즈드삼색제비꽃추출물,소듐스테아로일글루타메이트,펜틸렌글라이콜,티타늄디옥사이드,하이드록시프로필구아,에틸헥실글리세린,스테비오사이드,시트릭애씨드,데하이드로아세틱애씨드,소듐시트레이트,옥탄다이올,세라마이드엔피,피토스핑고신,향료,페녹시에탄올,황색5호,적색산화철,적색104호의1,적색227호,청색1호"
91,컬러 립 스테인(벨벳틴트),어퓨,"사이클로펜타실록세인,정제수,마이카,트라이메틸실록시실리케이트,아이소트라이데실아이소노나노에이트,글리세린,사이클로헥사실록세인,다이메티콘크로스폴리머,실리카,피이지-10다이메티콘,펜틸렌글라이콜,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,폴리글리세릴-2트라이아이소스테아레이트,다이아이소스테아릴말레이트,사과씨오일,수레국화꽃수,다이스테아다이모늄헥토라이트,카나우바왁스,실리카실릴레이트,폴리글리세릴-2다이아이소스테아레이트,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,트라이에톡시카프릴릴실레인,세테아레스-20,에틸헥실글리세린,12-헥산다이올,스테아레스-100,카프릴릴글라이콜,헥실렌글라이콜,토코페롤,부틸렌글라이콜,페녹시에탄올,향료,티타늄디옥사이드,황색5호,적색산화철,적색104호의1,적색202호"
92,엑스퍼트 컬러 립 큐브 플루이드 워터,VDL,"정제수,옥틸도데칸올,글리세린,피토스테릴/아이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,세틸알코올,에틸셀룰로오스,폴리솔베이트20,폴리아크릴레이트크로스폴리머-6,하이드록시프로필구아,12-헥산다이올,변성알코올,아크릴레이트코폴리머,솔비탄스테아레이트,폴리솔베이트60,하이드록시에틸셀룰로오스,다이아이소스테아릴말레이트,수크랄로오스,시메티콘,페녹시에탄올,카프릴릴글라이콜,에틸헥실글리세린,향료,적색227호,적색104호의1,적색40호,황색4호,황색5호,적색201호,적색202호,황색산화철,티타늄디옥사이드"
93,컬러 졸트 페인트 틴트 매트,메이블린 뉴욕,"트라이메틸실록시페닐다이메티콘,옥틸도데칸올,아크릴릭애씨드/아이소부틸아크릴레이트/아이소보닐아크릴레이트코폴리머,아이소도데케인,폴리부텐,스쿠알란,실리카다이메틸실릴레이트,옥틸도데실네오펜타노에이트,실리카,카프릴릴글라이콜,카프릴릭/카프릭글리세라이드,향료,리모넨,알루미나,토코페릴아세테이트,알루미늄하이드록사이드,시트랄,리날룰,티타늄디옥사이드,적색103호의(1),적색218호,황색5호,적색산화철,흑색산화철,적색202호,황색4호,청색1호"
94,홀리데이 트윙클 스노윙틴트,더페이스샵,"정제수,부틸렌글라이콜,글리세린,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,폴리아크릴레이트크로스폴리머-6,상백피추출물,라즈베리추출물,블루베리추출물,오렌지추출물,다이프로필렌글라이콜,피이지-60하이드로제네이티드캐스터오일,다이메티콘,합성플루오르플로고파이트,덱스트린,스테비오사이드,에틸헥실글리세린,레시틴,프로필렌글라이콜,틴옥사이드,페녹시에탄올,향료,적색102호,적색227호,티타늄디옥사이드,황색5호"
95,틴트 글로우,에스쁘아,"다이아이소스테아릴말레이트,카프릴릭/카프릭트라이글리세라이드,카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,하이드로제네이티드캐스터오일다이머디리놀리에이트,비스-다이글리세릴폴리아실아디페이트-2,쉐어버터,오조케라이트,피토스테릴/아이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,폴리에틸렌,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,세레신,마이크로크리스탈린왁스,폴리부텐,토코페릴아세테이트,수크로오스테트라스테아레이트트라이아세테이트,폴리글리세릴-2트라이아이소스테아레이트,향료,황색5호,적색202호,적색218호,자몽추출물,카카오씨버터,로즈힙열매오일,꿀추출물,부틸렌글라이콜"
96,투 키세스 듀얼 틴트,바닐라코,"정제수,에틸헥실팔미테이트,부틸렌글라이콜,글리세린,펜틸렌글라이콜,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,스쿠알란,캐모마일꽃추출물,히비스커스꽃추출물,망고추출물,린덴꽃추출물,소르비톨,에틸헥실메톡시신나메이트,폴리솔베이트60,다이펜타에리스리틸헥사C5-9애씨드에스터,에틸헥실글리세린,솔비탄아이소스테아레이트,테트라소듐이디티에이,폴리메틸실세스퀴옥세인,실리카,다이소듐이디티에이,페녹시에탄올,향료,적색102호,적색202호,황색5호,티타늄디옥사이드"
97,수분 톡 틴트,웨이크메이크,"다이메티콘,페닐트라이메티콘,적색202호,황색5호,폴리에틸렌,하이드로제네이티드폴리아이소부텐,옥틸도데칸올,다이페닐다이메티콘,C30-45알킬다이메틸실릴폴리프로필실세스퀴옥세인,아이소스테아릴아이소스테아레이트,적색104호의1,다이메티콘/비닐다이메티콘크로스폴리머,페닐프로필다이메틸실록시실리케이트,마이크로크리스탈린왁스,12-헥산다이올,세틸피이지/피피지-10/1다이메티콘,다이스테아다이모늄헥토라이트,실리카,폴리글리세릴-2트라이아이소스테아레이트,시메티콘,적색218호,페녹시에탄올,프로필렌카보네이트,향료,카프릴릭/카프릭트라이글리세라이드,로즈힙열매추출물,장미추출물,망고추출물,사과추출물"
98,베이비페이스 아쿠아젤 틴트,이츠스킨,"정제수,글리세린,트레할로오스,로얄젤리추출물,블랙베리추출물,서양장미꽃수,딸기추출물,레몬추출물,키위추출물,녹두추출물,복숭아추출물,사과추출물,살구추출물,카보머,트라이에탄올아민,폴리솔베이트20,적색40호,소듐폴리아크릴레이트,카프릴릴글라이콜,에틸헥실스테아레이트,에틸헥실글리세린,적색227호,다이소듐이디티에이,트라이데세스-6,향료"
99,엔젤 키스 틴트,아리따움,"다이메티콘,정제수,사이클로펜타실록세인,다이메티콘/비닐다이메티콘크로스폴리머,메틸트라이메티콘,세틸피이지/피피지-10/1다이메티콘,아이소도데케인,부틸렌글라이콜,트라이메틸실록시실리케이트/다이메티콘크로스폴리머,글리세린,폴리글리세릴-2트라이아이소스테아레이트,페녹시에탄올,카프릴릴메티콘,브이피/메타크릴아마이드/비닐이미다졸코폴리머,카프릴릴글라이콜,12-헥산다이올,폴리솔베이트20,프로판다이올,황색5호,향료,황색4호,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,적색227호,실리카다이메틸실릴레이트,적색223호,팔각회향추출물,토코페롤,페닐프로판올,쉐어버터,청색1호,하이드로제네이티드식물성오일"
100,샘물 콕콕 쿠션 틴트,더샘,"아이소노닐아이소노나노에이트,페닐트라이메티콘,실리카,비스-다이글리세릴폴리아실아디페이트-2,오조케라이트,다이메티콘,카프릴릭/카프릭트라이글리세라이드,호호바에스터,폴리글리세릴-2트라이아이소스테아레이트,다이아이소스테아릴말레이트,하이드로제네이티드폴리아이소부텐,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,폴리에틸렌,카올린,트라이데실트라이멜리테이트,다이메티콘크로스폴리머,쉐어버터,토코페릴아세테이트,향료,카프릴릴글라이콜,페녹시에탄올,망고씨버터,아르간트리커넬오일,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,헥실렌글라이콜,황색4호,티타늄디옥사이드,적색산화철,적색202호,청색1호,황색산화철"
