번호,제품명,브랜드명,성분구성
48,수프림 크림 파운데이션 SPF35 PA++,VDL,"정제수,사이클로펜타실록세인,티타늄디옥사이드,바이오사카라이드검-1,페닐트라이메티콘,세틸피이지/피피지-10/1다이메티콘,다이페닐실록시페닐트라이메티콘,피이지-8,에틸헥실메톡시신나메이트,마그네슘설페이트,12헥산다이올,폴리글리세릴-4아이소스테아레이트,갈조추출물,자이언트켈프추출물,다이메티콘,스테아릭애씨드,다이스테아릴다이모늄클로라이드,다이스테아다이모늄헥토라이트,알루미늄하이드록사이드,판테놀,아데노신,트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,트라이에톡시카프릴릴실레인,향료,마이카,적색산화철,황색산화철,흑색산화철"
49,투 고 쿠션 SPF23 PA+++,조르지오 아르마니,"정제수,사이클로펜타실록세인,아이소노닐아이소노나노에이트,변성알코올,에틸헥실메톡시신나메이트,페닐트라이메티콘,피이지-10다이메티콘,글리세린,비스-피이지/피피지-14/14다이메티콘,소듐하이알루로네이트,페녹시에탄올,마그네슘설페이트,에틸헥실하이드록시스테아레이트,탤크,나일론-12,다이메티콘,리모넨,벤질살리실레이트,벤질알코올,리날룰,향료,다이스테아다이모늄헥토라이트,다이소듐스테아로일글루타메이트,부틸렌글라이콜,리치과피추출물,비에이치티,부틸페닐메틸프로피오날,알루미늄하이드록사이드,헥실신나몰,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철,비스머스옥시클로라이드"
50,커버메이징 슈퍼핏 파운스틱,홀리카홀리카,"티타늄디옥사이드,다이카프릴릴카보네이트,하이드로제네이티드폴리아이소부텐,페닐트라이메티콘,폴리에틸렌,세레신,다이글리세릴세바케이트/아이소팔미테이트,바륨설페이트,메틸메타크릴레이트크로스폴리머,실리카,보론나이트라이드,브이피/헥사데센코폴리머,황색산화철,마이크로크리스탈린왁스,다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트,트라이메틸올프로판트라이아이소스테아레이트,해바라기씨오일,달맞이꽃오일,스위트아몬드오일,메틸하이드로제네이티드로지네이트,폴리글리세릴-4아이소스테아레이트,피토스테릴마카다미에이트,카프릴릭/카프릭트라이글리세라이드,실리카실릴레이트,메티콘,카프릴릴글라이콜,글리세릴카프릴레이트,마그네슘미리스테이트,트라이에톡시카프릴릴실레인,향료,마이카,적색산화철,흑색산화철"
51,그리스 페인트,미쯔요시,"비닐카프롤락탐/브이피/다이메틸아미노에틸메타크릴레이트코폴리머,알코올,실리카,정제수,흑색산화철,다이메티콘,폴리솔베이트60,숯가루,티타늄디옥사이드,솔비탄세스퀴올리에이트,다이포타슘글리시리제이트,부틸렌글라이콜,위치하젤추출물,페녹시에탄올,세이지잎추출물,페녹시에탄올"
52,베어 글로우 파운데이션 SPF35 PA++,한스킨,"정제수,티타늄디옥사이드,사이클로펜타실록세인,에틸헥실메톡시신나메이트,하이드로제네이티드폴리데센,부틸렌글라이콜,페닐트라이메티콘,트라이데실트라이멜리테이트,에틸헥실살리실레이트,징크옥사이드,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,나이아신아마이드,아이소도데케인,다이메티콘,소듐클로라이드,세틸피이지/피피지-10/1다이메티콘,판테놀,스쿠알란,라놀린,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,아시아티코사이드,아시아틱애씨드,마데카식애씨드,마그네슘/알루미늄/하이드록사이드/카보네이트,미리스틱애씨드,알로에베라잎추출물,소듐벤조에이트,포타슘솔베이트,글리세린,시트릭애씨드,폴리글리세릴-4아이소스테아레이트,트라이베헤닌,다이스테아다이모늄헥토라이트,헥실라우레이트,피이지-10다이메티콘,폴리C10-30알킬아크릴레이트,트라이에톡시카프릴릴실레인,토코페릴아세테이트,다이메티콘/비닐다이메티콘크로스폴리머,폴리메틸실세스퀴옥세인,프로필렌카보네이트,폴리하이드록시스테아릭애씨드,실리카,아데노신,레시틴,에틸헥실팔미테이트,아이소프로필팔미테이트,아이소스테아릭애씨드,폴리글리세릴-3메틸글루코오스다이스테아레이트,다이소듐이디티에이,페녹시에탄올,에틸헥실글리세린,적색산화철,황색산화철,흑색산화철"
53,포토포커스 파운데이션,웻앤와일드,"아이소도데케인,사이클로펜타실록세인,정제수,글리세린,사이클로헥사실록세인,다이메티콘,피이지-10다이메티콘,다이스테아다이모늄헥토라이트,아디픽애씨드/네오펜틸글라이콜/트라이멜리틱안하이드라이드코폴리머,카프릴릴글라이콜,실리카,소듐클로라이드,솔비탄세스퀴올리에이트,레시틴,폴리글리세릴-4아이소스테아레이트,세틸피이지/피피지-10/1다이메티콘,헥실라우레이트,폴리실리콘-11,아이소프로필티타늄트라이아이소스테아레이트,라우레스-12,페녹시에탄올,에틸헥실글리세린,티타늄디옥사이드,마이카,적색산화철,흑색산화철,황색산화철"
54,리얼 커버 핑크쿠션(기름종이 쿠션),라임,"동백꽃수,빙하수,사이클로펜타실록세인,티타늄디옥사이드,에틸헥실메톡시신나메이트,피이지-10다이메티콘,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,에틸헥실살리실레이트,4-메틸벤질리덴캠퍼,세틸피이지/피피지-10/1다이메티콘,메틸메타크릴레이트크로스폴리머,프로필렌글라이콜,부틸렌글라이콜,나이아신아마이드,C12-15알킬벤조에이트,다이메티콘,비스-에틸헥실옥시페놀메톡시페닐트리아진,소듐클로라이드,솔비탄세스퀴올리에이트,정제수,라벤더추출물,베르가못잎추출물,페퍼민트잎추출물,프리지어추출물,캐모마일꽃추출물,로즈마리잎추출물,해수,캐비어추출물,하이드롤라이즈드산호,사우수레아인볼루크라타추출물,칼라민,작약꽃추출물,복사나무꽃추출물,화산재,실리카,12헥산다이올,팔각회향추출물,황금추출물,다이스테아다이모늄헥토라이트,다이메티콘/비닐다이메티콘크로스폴리머,알란토인,트레할로오스,토코페릴아세테이트,실리카다이메틸실릴레이트,트라이에톡시카프릴릴실레인,황색산화철,적색산화철,흑색산화철,페녹시에탄올,다이소듐이디티에이,아데노신"
55,UV 리퀴드 파운데이션,RMK,"정제수,사이클로펜타실록세인,징크옥사이드,에틸헥실메톡시신나메이트,알코올,프로필렌글라이콜다이카프릴레이트,트라이에톡시카프릴릴실레인,부틸렌글라이콜,메틸트라이메티콘,에틸헥실하이드록시스테아레이트,실리카,다이에틸아미노하이드록시벤조일헥실벤조에이트,피이지-8트라이플루오로프로필다이메티콘코폴리머,소르비톨,트라이메틸실록시실리케이트,다이메티콘,멘톡시프로판다이올,비에이치티,비터오렌지껍질추출물,로즈마리잎추출물,세이지잎추출물,빌베리잎추출물,클로페네신"
56,레 베쥬 헬시 글로우 젤 터치 파운데이션 SPF25 PA+++,샤넬,"정제수,에틸헥실메톡시신나메이트,폴리솔베이트85,실리카,글리세린,티타늄디옥사이드,알코올,아이소노닐아이소노나노에이트,부틸렌글라이콜,세틸에틸헥사노에이트,하이드로제네이티드레시틴,피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에텔,페녹시에탄올,다이카프릴릴카보네이트,솔비탄라우레이트,다이메티콘,브이피/에이코센코폴리머,포타슘솔베이트,카프릴릴글라이콜,향료,스테아릭애씨드,알루미나,토코페릴아세테이트,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,다이소듐스테아로일글루타메이트,잔탄검,알루미늄하이드록사이드,적색산화철,황색산화철,흑색산화철,시트릭애씨드,소듐하이알루로네이트,바이오사카라이드검-1,에어플랜트잎추출물,폴리솔베이트60,솔비탄아이소스테아레이트,비에이치티,말토덱스트린,토코페롤,포타슘라우레이트"
57,에센셜 스타실러 파운데이션,정샘물,"정제수,티타늄디옥사이드,페닐트라이메티콘,트라이에틸헥사노인,사이클로펜타실록세인,에틸헥실메톡시신나메이트,다이프로필렌글라이콜,피이지-10다이메티콘,사이클로헥사실록세인,메틸메타크릴레이트크로스폴리머,나이아신아마이드,부틸렌글라이콜다이카프릴레이트/다이카프레이트,펜틸렌글라이콜,황색산화철,폴리프로필실세스퀴옥세인,징크옥사이드,연꽃수,다이스테아다이모늄헥토라이트,트라이메틸실록시페닐다이메티콘,마그네슘설페이트,실리카,라우로일라이신,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,비즈왁스,솔비탄아이소스테아레이트,에이치디아이/트라이메틸올헥실락톤크로스폴리머,트라이에톡시카프릴릴실레인,알루미늄하이드록사이드,세레신,스테아릭애씨드,다이메티콘,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,에틸헥실글리세린,다이메티콘크로스폴리머,아데노신,실리카다이메틸실릴레이트,토코페롤,다이소듐이디티에이,틴옥사이드,페녹시에탄올,향료,적색산화철,흑색산화철,마이카"
58,데일리 웨어 파운데이션 SPF35 PA+++,미샤,"정제수,사이클로펜타실록세인,티타늄디옥사이드,아이소도데케인,다이아이소스테아릴말레이트,알코올,다이카프릴릴카보네이트,다이프로필렌글라이콜,메틸프로판다이올,나이아신아마이드,라우릴피이지-10트라이메틸실록시실릴에틸다이메티콘,트라이메틸실록시실리케이트,징크옥사이드,사이클로헥사실록세인,폴리프로필실세스퀴옥세인,다이스테아다이모늄헥토라이트,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,마그네슘설페이트,카프릴릭/카프릭트라이글리세라이드,푸른연꽃수,알로에베라잎추출물,접시꽃추출물,블루위드씨오일,풍선덩굴꽃/잎/덩굴추출물,해바라기씨오일불검화물,다이메티콘/비닐다이메티콘크로스폴리머,다이메티콘,식물성스쿠알란,아크릴레이트/다이메티콘코폴리머,폴리글리세릴-4아이소스테아레이트,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,트라이에톡시카프릴릴실레인,폴리글리세릴-6폴리리시놀리에이트,알루미늄하이드록사이드,스테아릭애씨드,에틸헥실글리세린,메티콘,아데노신,토코페롤,옥틸도데칸올,부틸렌글라이콜,12헥산다이올,향료,페녹시에탄올,적색산화철,황색산화철,흑색산화철"
59,퓨어 래디언트 틴티드 모이스처라이저 SPF30 PA+++,나스,"정제수,프로판다이올,다이프로필렌글라이콜,부틸렌글라이콜,실리카,세틸에틸헥사노에이트,아이소도데케인,탤크,카프릴릭/카프릭트라이글리세라이드,브이피/에이코센코폴리머,다이메티콘,베헤닐알코올,아이소스테아릭애씨드,글리세린,베헤닉애씨드,스테아릭애씨드,하이드로제네이티드폴리(C6-14올레핀),피이지-5글리세릴스테아레이트,글리세릴스테아레이트에스이,피이지-60글리세릴아이소스테아레이트,벤토나이트,바틸알코올,페녹시에탄올,비스-에틸헥실하이드록시다이메톡시벤질말로네이트,트라이소듐이디티에이,잔탄검,셀룰로오스검,소듐헥사메타포스페이트,비브리오알기노리티쿠스발효여과물,다이메톡시톨릴프로필레조시놀,향료,소듐카보네이트,알테로모나스발효여과물,알루미늄하이드록사이드,피브이피,씨솔트,비에이치티,갈조추출물,클로페네신,울금뿌리추출물,다이소듐이디티에이,포타슘솔베이트,토코페롤,티타늄디옥사이드,아이런옥사이드"
60,킬 커버 파운웨어 쿠션 XP,클리오,"병풀추출물,사이클로펜타실록세인,티타늄디옥사이드,에틸헥실메톡시신나메이트,부틸렌글라이콜,에틸헥실살리실레이트,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,카프릴릴메티콘,실리카,부틸렌글라이콜다이카프릴레이트/다이카프레이트,나이아신아마이드,12헥산다이올,마이카,캐모마일꽃추출물,알로에잎추출물,육계추출물,마그네슘설페이트,다이스테아다이모늄헥토라이트,피이지-8다이메티콘,세테아릴다이메티콘/비닐다이메티콘크로스폴리머,스테아릭애씨드,알루미나,트라이에톡시카프릴릴실레인,에틸헥실글리세린,글리세릴카프릴레이트,아데노신,다이메티콘,다이메티콘크로스폴리머,보론나이트라이드,합성플루오르플로고파이트,헥실렌글라이콜,토코페롤,메틸메타크릴레이트크로스폴리머,실리카다이메틸실릴레이트,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,에이치디아이/트라이메틸올헥실락톤크로스폴리머,카프릴로일글라이신,사코신,다이소듐이디티에이,페녹시에탄올,향료,적색산화철,황색산화철,흑색산화철"
61,네츄럴 래디언트 롱웨어 파운데이션,나스,"다이메티콘,티타늄디옥사이드,정제수,페닐트라이메티콘,글리세린,폴리메틸실세스퀴옥세인,피이지-10다이메티콘,다이메티콘크로스폴리머,트라이메틸실록시실리케이트,사이클로펜타실록세인,피피지-3벤질에텔미리스테이트,보론나이트라이드,황색산화철,비스-부틸다이메티콘폴리글리세릴-3,부틸렌글라이콜,솔비탄세스퀴아이소스테아레이트,하이드로제네이티드폴리데센,마이카,페녹시에탄올,적색산화철,다이스테아다이모늄헥토라이트,베헤닐알코올,바륨설페이트,알루미늄다이미리스테이트,수박추출물,트라이에톡시카프릴릴실레인,사과추출물,렌즈콩추출물,다이소듐스테아로일글루타메이트,펜타에리스리틸테트라에틸헥사노에이트,흑색산화철,베헤닉애씨드,스테아릭애씨드,소듐스테아로일글루타메이트,스테아릴알코올,소듐락테이트,포타슘하이드록사이드,틴옥사이드,소듐피씨에이,알루미나,포타슘솔베이트,토코페롤,라즈베리추출물,피이지/피피지-14/7다이메틸에텔,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,폴리실리콘-2"
62,젤 크리미 파운데이션,RMK,"정제수,사이클로메티콘,티타늄디옥사이드,하이드로제네이티드폴리데센,다이프로필렌글라이콜,에틸헥실메톡시신나메이트,펜틸렌글라이콜,솔비탄아이소스테아레이트,말티톨,피토스테릴/아이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,네오펜틸글라이콜다이카프레이트,트라이베헤닌,페트롤라툼,소듐클로라이드,아크릴레이트코폴리머,다이메티콘/비닐다이메티콘크로스폴리머,피이지/피피지-20/20다이메티콘,다이메티콘,피토스테릴마카다미에이트,하이드로제네이티드레시틴,실리카실릴레이트,실리카,피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트,부틸렌글라이콜,알루미늄하이드록사이드,알코올,비에이치티,로얄젤리추출물,소듐하이알루로네이트,세이지잎추출물,베타-카로틴,소르빅애씨드,메틸파라벤"
63,아트클래스 스튜디오 드 땅드 리퀴드 새틴 SPF30 PA++,투쿨포스쿨,"정제수,사이클로펜타실록세인,페닐트라이메티콘,티타늄디옥사이드,다이아이소스테아릴말레이트,다이프로필렌글라이콜,에틸헥실메톡시신나메이트,탤크,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,카프릴릴메티콘,징크옥사이드,글리세린,트라이메틸실록시실리케이트,솔비탄세스퀴올리에이트,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,토코페릴아세테이트,마그네슘설페이트,피이지-10다이메티콘,다이스테아다이모늄헥토라이트,메티콘,팔미틱애씨드,에틸헥실글리세린,알루미늄하이드록사이드,알루미늄스테아레이트,트라이에톡시카프릴릴실레인,아미노프로필다이메티콘,폴리메틸실세스퀴옥세인,비스-베헤닐/아이소스테아릴/피토스테릴다이머디리놀레일다이머디리놀리에이트,사카라이드아이소머레이트,하이드로제네이티드폴리아이소부텐,향료,페녹시에탄올,적색산화철,황색산화철,흑색산화철"
64,비욘드 퍼펙팅 파운데이션+컨실러(요술봉 파운실러),클리니크,"정제수,부틸렌글라이콜,사이클로펜타실록세인,티타늄디옥사이드,피이지-7다이메티콘,사이클로헥사실록세인,네오펜틸글라이콜다이에틸헥사노에이트,세틸에틸헥사노에이트,나일론-12,글리세린,알루미늄하이드록사이드,알루미늄스타치옥테닐석시네이트,다이메티콘,피이지-400,소듐하이알루로네이트,스테아릭애씨드,아크릴레이트/다이메티콘코폴리머,베타인,피토스테릴/옥틸도데실라우로일글루타메이트,실리카다이메틸실릴레이트,다이메티콘/비닐다이메티콘크로스폴리머,탤크,하이드로제네이티드레시틴,덱스트린팔미테이트,보론나이트라이드,바륨설페이트,토코페롤,마그네슘설페이트,하이드로젠다이메티콘,페녹시에탄올,클로페네신,마이카,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철"
65,소프트 터치 무스 메이크업,에센스,"다이메티콘,사이클로펜타실록세인,다이메티콘크로스폴리머,실리카,페닐트라이메티콘,사이클로헥사실록세인,트라이베헤닌,탤크,C30-45알킬메티콘,C30-45올레핀,트라이에톡시카프릴릴실레인,메티콘,미네랄오일,페녹시에탄올,메틸파라벤,에틸파라벤,적색산화철,황색산화철,흑색산화철,티타늄디옥사이드"
66,에어리 잉크 파운데이션,페리페라,"정제수,사이클로펜타실록세인,티타늄디옥사이드,부틸렌글라이콜,에틸헥실메톡시신나메이트,글리세린,나이아신아마이드,펜틸렌글라이콜,다이메티콘,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,소듐클로라이드,에난티아클로란타껍질추출물,목화씨추출물,세틸에틸헥사노에이트,세틸피이지/피피지-10/1다이메티콘,페닐트라이메티콘,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,C30-45알킬세테아릴다이메티콘크로스폴리머,다이메티콘크로스폴리머,피이지-10다이메티콘,실리카,다이스테아다이모늄헥토라이트,메틸메타크릴레이트크로스폴리머,다이메티콘올,트라이에톡시카프릴릴실레인,알루미늄하이드록사이드,프로필렌카보네이트,스테아릭애씨드,에틸헥실글리세린,아데노신,하이드로제네이티드캐스터오일아이소스테아레이트,사이클로헥사실록세인,토코페롤,카프릴릭/카프릭트라이글리세라이드,포스포리피드,세라마이드엔피,12헥산다이올,실크아미노산,콜레스테롤,올레아놀릭애씨드,알지닌,피토스테롤,다이소듐이디티에이,페녹시에탄올,향료,징크옥사이드,적색산화철,황색산화철,흑색산화철"
67,에센스 커버 팩트 VX SPF50+ PA+++,에이지투웨니스,"해수,티타늄디옥사이드,에틸헥실메톡시신나메이트,옥토크릴렌,페닐트라이메티콘,다이에틸아미노하이드록시벤조일헥실벤조에이트,사이클로펜타실록세인,나이아신아마이드,칸데릴라왁스,다이메티콘,사이클로헥사실록세인,12헥산다이올,스쿠알란,세틸피이지/피피지-10/1다이메티콘,카프릴릭/카프릭트라이글리세라이드,C30-45알킬메티콘,스테아릭애씨드,다이메티콘/피이지-10/15크로스폴리머,p-아니식애씨드,C30-45올레핀,가지열매추출물,갈조추출물,울금뿌리추출물,글리세린,글리세릴카프릴레이트,다이아몬드가루,다이프로필렌글라이콜,레스베라트롤,로즈마리잎추출물,로즈마리추출물,루비가루,마이카,바다포도추출물,부틸렌글라이콜,브이피/헥사데센코폴리머,사파이어가루,산호가루,선백리향추출물,세이지추출물,세테아릴노나노에이트,소듐글루타메이트,소듐피씨에이,소듐락테이트,알지닌,아스파틱애씨드,피씨에이,글라이신,알라닌,세린,발린,프롤린,트레오닌,이소류신,히스티딘,페닐알라닌,소듐하이알루로네이트,스테아릭애씨드,스피룰리나추출물,실리카,씨대퍼딜추출물,아데노신,아스파라거스추출물,아이비고드열매추출물,아티초크잎추출물,알로에베라꽃추출물,알루미나,알루미늄하이드록사이드,엑토인,오레가노추출물,오팔가루,옥설,아이소말트,인도멀구슬나무꽃추출물,인도멀구슬나무잎추출물,자수정가루,커먼자스민추출물,진주가루,징크옥사이드,미역추출물,참산호말추출물,청각추출물,클로렐라추출물,토코페릴아세테이트,퉁퉁마디추출물,트라이에톡시카프릴릴실레인,틴옥사이드,판테놀,포스포리피드,폴리메틸메타크릴레이트,폴리메틸실세스퀴옥세인,폴리하이드록시스테아릭애씨드,풀러린,피브이피,하이드록시신나모일다이펩타이드-27아마이드,하이드록시아파타이트,하이드롤라이즈드하이알루로닉애씨드,합성사파이어,합성플루오르플로고파이트,헤마토코쿠스플루비알리스추출물,홀리바질잎추출물,향료,황색산화철,적색산화철,흑색산화철,울트라마린,크로뮴옥사이드그린,페릭페로시아나이드,에스에이치-폴리펩타이드-22,에스에이치-폴리펩타이드-1,에스에이치-펜타펩타이드-19,에스에이치-올리고펩타이드-9,에스에이치-올리고펩타이드-2,에스에이치-올리고펩타이드-1,에스에이치-옥타펩타이드-4,에스에이치-데카펩타이드-7,에스에이치-폴리펩타이드-3"
68,페이스 수프림 새틴 파운데이션 SPF20 PA++,VDL,"정제수,다이페닐실록시페닐트라이메티콘,티타늄디옥사이드,사이클로펜타실록세인,에틸헥실메톡시신나메이트,글리세린,카프릴릴트라이메티콘,사이클로헥사실록세인,부틸렌글라이콜,페닐트라이메티콘,피이지-10다이메티콘,피이지-8,다이스테아다이모늄헥토라이트,12헥산다이올,다이메티콘,세틸피이지/피피지-10/1다이메티콘,판테놀,마그네슘설페이트,징크스테아레이트,알루미늄하이드록사이드,다이메티콘/페닐비닐다이메티콘크로스폴리머,아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머,스테아릭애씨드,다이스테아릴다이모늄클로라이드,다이메티콘올,팔미토일프롤린,마그네슘팔미토일글루타메이트,소듐팔미토일사코시네이트,아데노신,트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,팔미틱애씨드,트라이에톡시카프릴릴실레인,진주가루,알루미늄다이미리스테이트,소듐라우로일글루타메이트,진주추출물,향료,마이카,적색산화철,황색산화철,흑색산화철"
69,플레이 스틱,베네피트,"하이드로제네이티드폴리아이소부텐,폴리에틸렌,폴리메틸메타크릴레이트,C12-15알킬에틸헥사노에이트,세틸피이지/피피지-10/1다이메티콘,C20-40파레스-10,페녹시에탄올,돌콩오일,비에이치티,프로필파라벤,향료,리날룰,아스코빌팔미테이트,레티닐팔미테이트,토코페릴아세테이트,제라니올,리모넨,캐모마일꽃추출물,동백나무꽃추출물,은행잎추출물,티타늄디옥사이드,징크옥사이드,비스머스옥시클로라이드"
70,워터 블랜드,메이크업포에버,"글리세린,글리세릴카프릴레이트,리모넨,망고씨드버터,메틸프로판다이올,벤질벤조에이트,벤질살리실레이트,부틸렌글라이콜,비에이치티,솔비탄트라이올리에이트,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,알루미늄다이미리스테이트,적색산화철,정제수,토코페롤,트로메타민,티타늄디옥사이드,판테놀,페녹시에탄올,펜타에리스리틸테트라아이소스테아레이트,펜틸렌글라이콜,하이드로제네이티드폴리아이소부텐,향료,황색산화철,흑색산화철"
71,커버 글로우 파운데이션,마몽드,"정제수,페닐트라이메티콘,티타늄디옥사이드,에틸헥실메톡시신나메이트,사이클로펜타실록세인,프로판다이올,알코올,사이클로헥사실록세인,폴리메틸메타크릴레이트,폴리글리세릴-4아이소스테아레이트,세틸피이지/피피지-10/1다이메티콘,헥실라우레이트,다이메티콘/피이지-10/15크로스폴리머,다이소듐이디티에이,다이스테아다이모늄헥토라이트,마이카,메티콘,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,소듐클로라이드,알루미늄하이드록사이드,에틸헥실글리세린,칼슘카보네이트,트라이메틸실록시실리케이트,트라이에톡시카프릴릴실레인,황색산화철,흑색산화철,적색산화철,페녹시에탄올,향료"
72,압솔뤼 수블라임 레쥬브네이팅 에센스 파운데이션,랑콤,"정제수,사이클로펜타실록세인,변성알코올,글리세린,페닐트라이메티콘,다이메티콘,에틸헥실메톡시신나메이트,피이지-10다이메티콘,비스-피이지/피피지-14/14다이메티콘,라우릴다이메티콘/폴리글리세린-3크로스폴리머,마그네슘설페이트,탤크,다이소듐스테아로일글루타메이트,토코페릴아세테이트,알루미늄하이드록사이드,레몬껍질오일,리모넨,향료,아데노신,하이드록시프로필테트라하이드로피란트리올,다이프로필렌글라이콜,유차나무씨오일,바바수씨오일,리날룰,시트랄,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철"
73,프로폴리스 앰플 인 쿠션 SPF50+ PA+++,차앤박,"정제수,부틸렌글라이콜다이카프릴레이트/다이카프레이트,티타늄디옥사이드,메틸트라이메티콘,부틸렌글라이콜,사이클로펜타실록세인,라우릴피이지-10트라이메틸실록시실릴에틸다이메티콘,페닐벤즈이미다졸설포닉애씨드,나이아신아마이드,나일론-12,사이클로헥사실록세인,트로메타민,12헥산다이올,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,프로폴리스추출물,금,다이메티콘,소듐클로라이드,솔비탄세스퀴올리에이트,솔비탄세스퀴아이소스테아레이트,스테아릭애씨드,징크스테아레이트,아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머,알루미늄하이드록사이드,트라이메틸실록시실리케이트,다이스테아다이모늄헥토라이트,다이메티콘/피이지-10/15크로스폴리머,다이스테아릴다이모늄클로라이드,폴리프로필실세스퀴옥세인,팔미토일프롤린,센티드제라늄꽃오일,아데노신,마그네슘팔미토일글루타메이트,소듐팔미토일사코시네이트,트라이에톡시카프릴릴실레인,바이오사카라이드검-1,팔미틱애씨드,에틸헥실글리세린,적색산화철,흑색산화철,황색산화철"
74,르 쿠션 엉크르 드 뽀 SPF23 PA++,입생로랑,"정제수,메틸트라이메티콘,다이메티콘,에틸헥실메톡시신나메이트,티타늄디옥사이드,에틸헥실살리실레이트,다이페닐실록시페닐트라이메티콘,부틸렌글라이콜다이카프릴레이트/다이카프레이트,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,글리세린,부틸렌글라이콜,펜틸렌글라이콜,트라이실록세인,피이지-10다이메티콘,다이메티콘크로스폴리머,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,마그네슘설페이트,황색산화철,페녹시에탄올,에틸헥실글리세린,다이스테아다이모늄헥토라이트,라우로일라이신,폴리하이드록시스테아릭애씨드,스테아릭애씨드,알루미나,트라이에톡시카프릴릴실레인,호동씨오일,아이소도데케인,레시틴,아이소프로필미리스테이트,아이소스테아릭애씨드,에틸헥실팔미테이트,아데노신,폴리글리세릴-3폴리리시놀리에이트,다이소듐이디티에이,실리카실릴레이트,비에이치티,프로필렌카보네이트,토코페롤,향료,마이카,흑색산화철,적색산화철"
75,더블웨어 쿠션 비비 올 데이 웨어 리퀴드 컴팩트 SPF50 PA++++(골드라벨),에스티로더,"정제수,티타늄디옥사이드,다이메티콘,징크옥사이드,부틸옥틸살리실레이트,아이소노닐아이소노나노에이트,옥틸도데실네오펜타노에이트,부틸렌글라이콜,페닐트라이메티콘,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,다이에틸헥실석시네이트,메틸트라이메티콘,실리카,다이메티콘실릴레이트,토코페릴아세테이트,다이펜타에리스리틸트라이-폴리하이드록시스테아레이트,마그네슘설페이트,방사무늬돌김추출물,슈가켈프추출물,렌즈콩추출물,실크가루,리치씨추출물,덜스추출물,사과추출물,수박추출물,아세틸헥사펩타이드-8,카페인,카프릴릴메티콘,토르말린,소듐락테이트,테르무스테르모필루스발효물,세틸피이지/피피지-10/1다이메티콘,아스코빌글루코사이드,글리세린,하이드롤라이즈드밀단백질/피브이피크로스폴리머,트라이에톡시카프릴릴실레인,카프릴릴글라이콜,소듐피씨에이,폴리하이드록시스테아릭애씨드,소듐하이알루로네이트,다이메티콘크로스폴리머-3,다이프로필렌글라이콜,라우레스-4,다이메티콘/피이지-10/15크로스폴리머,덱스트린,소듐벤조에이트,시트릭애씨드,펜틸렌글라이콜,페녹시에탄올,클로페네신,마이카,적색산화철,황색산화철,흑색산화철"
76,스킨 파운데이션 스틱,바비브라운,"카프릴릭/카프릭트라이글리세라이드,에틸헥실팔미테이트,세틸다이메티콘,폴리메틸실세스퀴옥세인,비즈왁스,오조케라이트,칸데릴라왁스,쉐어버터,탤크,옥틸도데칸올,카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,실리카,프로필렌글라이콜라우레이트,토코페롤,스쿠알란,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,마이카,적색산화철,황색산화철,흑색산화철,티타늄디옥사이드"
